2018,Age,35,624
2018,Age,20,250
2018,Age,77,12411
2018,Age,75,12207
2018,Age,70,10085
2018,Age,4,58
2018,Age,108,31
2018,LA,E06000009,1915
2018,LA,E08000033,2002
2018,LA,E07000229,1370
2018,LA,E08000021,2543
2018,LA,E06000062,3361
2018,LA,E06000016,2531
2018,LA,E06000036,728
2018,LA,E08000017,3200
2018,LA,E07000202,1251
2018,LA,E07000207,1142
2018,LA,E09000002,1263
2018,LA,E06000002,1454
2018,LA,E07000213,891
2018,LA,E07000099,1275
2018,LA,E07000042,830
2018,LA,E07000035,797
2018,LA,E07000079,917
2018,LA,E07000034,1226
2018,LA,E07000074,707
2018,LA,E07000078,1174
2018,LA,E07000242,1211
2018,LA,E07000209,1043
2018,LA,E09000006,2748
2018,LA,E06000047,5715
2018,LA,E06000051,3562
2018,LA,E08000027,3398
2018,LA,E08000007,2808
2018,LA,E07000145,1249
2018,LA,E09000027,1207
2018,LA,E06000064,2527
2018,LA,E06000011,3922
2018,LA,E07000178,914
2018,LA,E09000004,2150
2018,LA,E07000088,901
2018,LA,E09000007,1149
2018,LA,E07000072,1266
2018,LA,E09000033,1075
2018,LA,E07000194,1098
2018,LA,E07000221,1438
2018,LA,E07000043,1187
2018,LA,E07000132,1094
2018,LA,E06000030,1729
2018,LA,E07000135,573
2018,LA,E09000013,995
2018,LA,E07000115,1162
2018,LA,E06000001,1014
2018,LA,E06000040,1279
2018,LA,"E06000052, E06000053",15
2018,LA,E06000054,4725
2018,LA,E08000010,3273
2018,LA,E07000096,1285
2018,LA,E07000032,1332
2018,LA,E06000060,4374
2018,LA,E07000081,1155
2018,LA,E07000037,911
2018,LA,E07000144,1495
2018,LA,E09000016,2339
2018,LA,E07000066,1659
2018,LA,E07000138,935
2018,LA,E07000174,1113
2018,LA,E07000180,1113
2018,LA,E07000119,1101
2018,LA,E06000035,2329
2018,LA,E06000063,3071
2018,LA,E08000006,2213
2018,LA,E06000034,1242
2018,LA,E07000071,1600
2018,LA,E06000026,2591
2018,LA,E09000018,1593
2018,LA,E06000012,1698
2018,LA,E06000055,1495
2018,LA,E07000195,1353
2018,LA,E07000095,870
2018,LA,E07000114,1805
2018,LA,E09000015,1509
2018,LA,E06000038,1045
2018,LA,E07000120,873
2018,LA,E07000200,951
2018,LA,E07000061,1379
2018,LA,E07000147,1428
2018,LA,E07000224,2235
2018,LA,E07000177,1273
2018,LA,E07000083,868
2018,LA,E07000237,916
2018,LA,E06000061,3181
2018,LA,E07000197,1347
2018,LA,E07000241,996
2018,LA,E06000019,2171
2018,LA,E07000245,1698
2018,LA,E08000002,1750
2018,LA,E06000005,1161
2018,LA,E07000064,1325
2018,LA,E07000009,776
2018,LA,E06000007,1983
2018,LA,E07000238,1328
2018,LA,E07000122,900
2018,LA,E06000013,1832
2018,LA,E06000050,3451
2018,LA,E07000036,1172
2018,LA,E08000026,2779
2018,LA,E08000032,4534
2018,LA,E08000008,2443
2018,LA,E08000024,3007
2018,LA,E07000210,805
2018,LA,E07000173,1240
2018,LA,E07000040,1871
2018,LA,E07000222,1256
2018,LA,E06000065,6653
2018,LA,E06000027,1822
2018,LA,E06000059,4702
2018,LA,E07000116,1104
2018,LA,E06000015,2441
2018,LA,E08000011,1609
2018,LA,E07000208,579
2018,LA,E07000121,1499
2018,LA,E09000028,1348
2018,LA,E07000125,708
2018,LA,E09000020,791
2018,LA,E07000137,2054
2018,LA,E06000010,2506
2018,LA,E07000139,1293
2018,LA,E07000212,720
2018,LA,E07000199,663
2018,LA,E07000149,1363
2018,LA,E06000056,2283
2018,LA,E07000220,977
2018,LA,E07000181,1031
2018,LA,E08000028,3050
2018,LA,E06000042,1833
2018,LA,E07000102,842
2018,LA,E07000217,733
2018,LA,E07000124,628
2018,LA,E07000103,705
2018,LA,E07000010,1181
2018,Age,53,2850
2018,Age,39,793
2018,Age,22,274
2018,Age,21,277
2018,Age,96,8710
2018,Age,54,2928
2018,Age,12,52
2018,Age,3,75
2018,Age,62,4835
2018,Age,55,3200
2018,Age,90,18261
2018,Age,46,1599
2018,Age,103,596
2018,Age,83,18294
2018,Age,24,297
2018,Age,113,2
2018,Age,66,6395
2018,Age,52,2606
2018,Age,67,6835
2018,Age,93,13964
2018,Age,65,6038
2018,Age,88,20434
2018,Age,94,12183
2018,Age,48,1878
2018,Age,30,451
2018,Age,109,14
2018,Age,1,172
2018,Age,85,19034
2018,Age,92,15757
2018,Age,68,7840
2018,Age,16,111
2018,Age,110,4
2018,Age,73,10918
2018,Age,29,407
2018,Age,74,11851
2018,Age,13,66
2018,Age,6,58
2018,LA,E07000108,1318
2018,LA,E07000113,1337
2018,LA,E08000036,3470
2018,LA,E08000035,6920
2018,LA,E08000004,2072
2018,LA,"E06000052, E06000053",6556
2018,LA,E07000130,1569
2018,LA,E07000106,1684
2018,LA,E07000143,1707
2018,LA,E06000043,2231
2018,LA,E09000026,1740
2018,LA,E09000032,1465
2018,LA,E07000216,1206
2018,LA,E08000018,2718
2018,LA,E07000065,1816
2018,LA,E07000131,867
2018,LA,E07000046,860
2018,LA,E07000105,1179
2018,LA,E07000133,515
2018,LA,E07000107,913
2018,LA,E07000117,954
2018,LA,E08000013,1958
2018,LA,E07000039,887
2018,LA,E09000029,1586
2018,LA,E08000030,2716
2018,LA,E09000031,1419
2018,LA,E07000062,1013
2018,LA,E07000068,751
2018,LA,E06000023,3505
2018,LA,E06000045,1914
2018,LA,E07000086,1088
2018,LA,E07000069,1063
2018,LA,E08000037,2197
2018,LA,E07000171,1249
2018,LA,E07000175,1282
2018,Sex,1,267960
2018,Sex,2,273629
2018,Age,0,2571
2018,Age,81,16923
2018,Age,47,1744
2018,Age,76,11937
2018,Age,40,788
2018,Age,37,782
2018,Age,87,20607
2018,Age,72,10066
2018,Age,42,1009
2018,Age,32,472
2018,Age,19,238
2018,Age,11,56
2018,Age,14,74
2018,Age,117,1
2018,Age,63,5196
2018,Age,97,7235
2018,Age,34,593
2018,Age,99,2692
2018,Age,5,68
2018,Age,9,43
2018,Age,64,5450
2018,Age,100,1866
2018,NeoCheck,UCOD,0
2018,LA,E06000058,4298
2018,LA,E06000003,1594
2018,LA,E07000089,761
2018,LA,E07000067,1520
2018,LA,E07000011,1543
2018,LA,E06000066,6187
2018,LA,E07000076,2194
2018,LA,E09000017,2185
2018,LA,E09000025,1358
2018,LA,E07000077,731
2018,LA,E06000020,1560
2018,LA,E07000215,806
2018,LA,E07000240,1076
2018,LA,E07000073,771
2018,LA,E07000136,788
2018,LA,E06000014,1902
2018,LA,E07000172,1214
2018,LA,E09000019,1150
2018,LA,E06000008,1264
2018,LA,E06000022,1624
2018,LA,E07000091,2169
2018,LA,E07000140,1107
2018,LA,E08000012,4602
2018,LA,E06000044,1765
2018,LA,E09000011,1542
2018,LA,E07000070,1494
2018,LA,E07000141,1479
2018,LA,E07000123,1238
2018,LA,E07000239,1202
2018,LA,E07000218,748
2018,LA,NULL,35730
2018,LA,E06000057,3730
2018,LA,E08000009,1931
2018,LA,E07000128,1563
2018,LA,E07000112,1319
2018,LA,E07000225,1472
2018,LA,E08000031,2777
2018,LA,E06000031,1632
2018,LA,E08000034,3971
2018,LA,E08000022,2193
2018,LA,E06000041,1156
2018,LA,E07000214,768
2018,LA,E07000148,1156
2018,LA,E07000227,1305
2018,LA,E08000014,3301
2018,LA,E07000045,1580
2018,LA,E07000044,955
2018,LA,E07000176,1097
2018,LA,E07000146,1875
2018,LA,E07000223,695
2018,LA,E07000234,1064
2018,LA,E07000235,1005
2018,LA,E07000118,1126
2018,LA,E07000080,922
2018,LA,E07000111,1144
2018,LA,E06000018,2312
2018,LA,E07000244,3165
2018,LA,E06000046,1817
2018,LA,E08000003,3378
2018,LA,E07000087,1207
2018,LA,E07000226,764
2018,LA,E07000084,1438
2018,LA,E06000033,2020
2018,LA,E07000126,1056
2018,LA,E07000041,1108
2018,LA,E08000023,1851
2018,LA,E07000012,1160
2018,LA,E09000012,1040
2018,LA,E06000021,2799
2018,LA,E07000109,941
2018,LA,E07000211,1286
2018,LA,E09000021,1118
2018,LA,E09000005,1753
2018,LA,E07000134,913
2018,LA,E07000236,711
2018,LA,E07000243,739
2018,LA,E06000017,416
2018,LA,E07000142,1094
2018,LA,E06000037,1168
2018,LA,E09000001,37
2018,LA,E06000049,4084
2018,LA,E08000025,8537
2018,LA,E09000009,2057
2018,LA,E08000016,2626
2018,LA,E07000075,879
2018,LA,E09000010,2059
2018,LA,E09000008,2606
2018,LA,E07000082,1237
2018,LA,E07000094,1137
2018,LA,E07000196,1216
2018,LA,E07000092,709
2018,LA,E08000015,3789
2018,LA,E06000004,1972
2018,LA,E07000192,988
2018,LA,E06000006,1267
2018,LA,E07000110,1601
2018,LA,E07000093,1139
2018,LA,E07000170,1276
2018,LA,E07000085,1274
2018,LA,E07000047,683
2018,LA,E07000098,974
2018,LA,E09000022,1461
2018,LA,E08000029,2067
2018,LA,E09000024,1264
2018,LA,E07000219,1351
2018,LA,E08000005,2010
2018,LA,E07000063,1150
2018,LA,E09000003,2434
2018,LA,E08000019,5124
2018,LA,E09000023,1599
2018,LA,E06000025,2347
2018,LA,E06000032,1505
2018,LA,E06000024,2379
2018,LA,E08000001,2649
2018,LA,E07000129,870
2018,LA,E07000193,1111
2018,LA,E09000030,1132
2018,LA,E07000228,1382
2018,LA,E07000090,1338
2018,LA,E09000014,1224
2018,LA,E07000008,839
2018,LA,E07000127,1284
2018,LA,E06000039,847
2018,LA,E07000179,1253
2018,LA,E07000038,1204
2018,LA,E07000203,1066
2018,LA,E07000198,1115
2018,LA,E07000033,842
2018,Age,43,1135
2018,Age,101,1410
2018,Age,10,62
2018,Age,17,155
2018,Age,41,850
2018,Age,84,18363
2018,Age,71,11260
2018,Age,60,4283
2018,Age,51,2410
2018,Age,105,219
2018,Age,104,384
2018,Age,7,52
2018,Age,82,17197
2018,Age,86,20205
2018,Age,36,643
2018,Age,50,2170
2018,Age,18,219
2018,Age,56,3385
2018,Age,44,1238
2018,Age,31,478
2018,Age,58,3908
2018,Age,27,355
2018,Age,26,332
2018,Age,57,3711
2018,Age,61,4541
2018,Age,45,1418
2018,Age,80,15909
2018,Age,59,3976
2018,Age,38,765
2018,Age,28,402
2018,Age,107,58
2018,Age,78,13718
2018,Age,79,14963
2018,Age,91,17131
2018,Age,69,8740
2018,Age,89,19330
2018,Age,25,327
2018,Age,23,261
2018,Age,2,74
2018,Age,15,108
2018,Age,112,2
2018,Age,111,1
2018,Age,49,2066
2018,Age,95,10278
2018,Age,98,5308
2018,Age,33,540
2018,Age,102,961
2018,Age,8,49
2018,Age,106,103
2018,NeoCheck,Age,26
