Dashboard   Period GeoCode                                            GeoName                                            VariableType                                       VariableA                                          VariableB                                          Value                   
          3 2018   E07000041                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1108.0
          3 2018   E07000042                                          NULL                                               LA                                                 NULL                                               NULL                                                                  830.0
          3 2018   E07000043                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1187.0
          3 2018   E07000044                                          NULL                                               LA                                                 NULL                                               NULL                                                                  955.0
          3 2018   E07000045                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1580.0
          3 2018   E07000046                                          NULL                                               LA                                                 NULL                                               NULL                                                                  860.0
          3 2018   E07000047                                          NULL                                               LA                                                 NULL                                               NULL                                                                  683.0
          3 2018   E07000061                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1379.0
          3 2018   E07000062                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1013.0
          3 2018   E07000063                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1150.0
          3 2018   E07000064                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1325.0
          3 2018   E07000065                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1816.0
          3 2018   E07000066                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1659.0
          3 2018   E07000067                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1520.0
          3 2018   E07000068                                          NULL                                               LA                                                 NULL                                               NULL                                                                  751.0
          3 2018   E07000069                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1063.0
          3 2018   E07000070                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1494.0
          3 2018   E07000071                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1600.0
          3 2018   E07000072                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1266.0
          3 2018   E07000073                                          NULL                                               LA                                                 NULL                                               NULL                                                                  771.0
          3 2018   E07000074                                          NULL                                               LA                                                 NULL                                               NULL                                                                  707.0
          3 2018   E07000075                                          NULL                                               LA                                                 NULL                                               NULL                                                                  879.0
          3 2018   E07000076                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2194.0
          3 2018   E07000077                                          NULL                                               LA                                                 NULL                                               NULL                                                                  731.0
          3 2018   E07000078                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1174.0
          3 2018   E07000079                                          NULL                                               LA                                                 NULL                                               NULL                                                                  917.0
          3 2018   E07000080                                          NULL                                               LA                                                 NULL                                               NULL                                                                  922.0
          3 2018   E07000081                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1155.0
          3 2018   E07000082                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1237.0
          3 2018   E07000083                                          NULL                                               LA                                                 NULL                                               NULL                                                                  868.0
          3 2018   E07000084                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1438.0
          3 2018   E07000085                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1274.0
          3 2018   E07000086                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1088.0
          3 2018   E07000087                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1207.0
          3 2018   E07000088                                          NULL                                               LA                                                 NULL                                               NULL                                                                  901.0
          3 2018   E07000089                                          NULL                                               LA                                                 NULL                                               NULL                                                                  761.0
          3 2018   E07000090                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1338.0
          3 2018   E07000091                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2169.0
          3 2018   E07000092                                          NULL                                               LA                                                 NULL                                               NULL                                                                  709.0
          3 2018   E07000093                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1139.0
          3 2018   E07000094                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1137.0
          3 2018   E07000095                                          NULL                                               LA                                                 NULL                                               NULL                                                                  870.0
          3 2018   E07000096                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1285.0
          3 2018   E07000098                                          NULL                                               LA                                                 NULL                                               NULL                                                                  974.0
          3 2018   E07000099                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1275.0
          3 2018   E07000102                                          NULL                                               LA                                                 NULL                                               NULL                                                                  842.0
          3 2018   E07000103                                          NULL                                               LA                                                 NULL                                               NULL                                                                  705.0
          3 2018   E07000105                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1179.0
          3 2018   E07000106                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1684.0
          3 2018   E07000107                                          NULL                                               LA                                                 NULL                                               NULL                                                                  913.0
          3 2018   E07000108                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1318.0
          3 2018   E07000109                                          NULL                                               LA                                                 NULL                                               NULL                                                                  941.0
          3 2018   E07000110                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1601.0
          3 2018   E07000111                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1144.0
          3 2018   E07000112                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1319.0
          3 2018   E07000113                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1337.0
          3 2018   E07000114                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1805.0
          3 2018   E07000115                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1162.0
          3 2018   E07000116                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1104.0
          3 2018   E07000117                                          NULL                                               LA                                                 NULL                                               NULL                                                                  954.0
          3 2018   E07000118                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1126.0
          3 2018   E07000119                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1101.0
          3 2018   E07000120                                          NULL                                               LA                                                 NULL                                               NULL                                                                  873.0
          3 2018   E07000121                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1499.0
          3 2018   E07000122                                          NULL                                               LA                                                 NULL                                               NULL                                                                  900.0
          3 2018   E07000123                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1238.0
          3 2018   E07000124                                          NULL                                               LA                                                 NULL                                               NULL                                                                  628.0
          3 2018   E07000125                                          NULL                                               LA                                                 NULL                                               NULL                                                                  708.0
          3 2018   E07000126                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1056.0
          3 2018   E07000127                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1284.0
          3 2018   E07000128                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1563.0
          3 2018   E07000129                                          NULL                                               LA                                                 NULL                                               NULL                                                                  870.0
          3 2018   E07000130                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1569.0
          3 2018   E07000131                                          NULL                                               LA                                                 NULL                                               NULL                                                                  867.0
          3 2018   E07000132                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1094.0
          3 2018   E07000133                                          NULL                                               LA                                                 NULL                                               NULL                                                                  515.0
          3 2018   E07000134                                          NULL                                               LA                                                 NULL                                               NULL                                                                  913.0
          3 2018   E07000135                                          NULL                                               LA                                                 NULL                                               NULL                                                                  573.0
          3 2018   E07000136                                          NULL                                               LA                                                 NULL                                               NULL                                                                  788.0
          3 2018   E07000137                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2054.0
          3 2018   E07000138                                          NULL                                               LA                                                 NULL                                               NULL                                                                  935.0
          3 2018   E07000139                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1293.0
          3 2018   E07000140                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1107.0
          3 2018   E07000141                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1479.0
          3 2018   E07000142                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1094.0
          3 2018   E07000143                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1707.0
          3 2018   E07000144                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1495.0
          3 2018   E07000145                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1249.0
          3 2018   E07000146                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1875.0
          3 2018   E07000147                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1428.0
          3 2018   E07000148                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1156.0
          3 2018   E07000149                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1363.0
          3 2018   E07000150                                          NULL                                               LA                                                 NULL                                               NULL                                                                  577.0
          3 2018   E07000151                                          NULL                                               LA                                                 NULL                                               NULL                                                                  752.0
          3 2018   E07000152                                          NULL                                               LA                                                 NULL                                               NULL                                                                  915.0
          3 2018   E07000153                                          NULL                                               LA                                                 NULL                                               NULL                                                                  921.0
          3 2018   E07000154                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1809.0
          3 2018   E07000155                                          NULL                                               LA                                                 NULL                                               NULL                                                                  800.0
          3 2018   E07000156                                          NULL                                               LA                                                 NULL                                               NULL                                                                  768.0
          3 2018   E07000163                                          NULL                                               LA                                                 NULL                                               NULL                                                                  639.0
          3 2018   E07000164                                          NULL                                               LA                                                 NULL                                               NULL                                                                  943.0
          3 2018   E07000165                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1725.0
          3 2018   E07000166                                          NULL                                               LA                                                 NULL                                               NULL                                                                  500.0
          3 2018   E07000167                                          NULL                                               LA                                                 NULL                                               NULL                                                                  568.0
          3 2018   E07000168                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1436.0
          3 2018   E07000169                                          NULL                                               LA                                                 NULL                                               NULL                                                                  842.0
          3 2018   E07000170                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1276.0
          3 2018   E07000171                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1249.0
          3 2018   E07000172                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1214.0
          3 2018   E07000173                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1240.0
          3 2018   E07000174                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1113.0
          3 2018   E07000175                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1282.0
          3 2018   E07000176                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1097.0
          3 2018   E07000177                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1273.0
          3 2018   E07000178                                          NULL                                               LA                                                 NULL                                               NULL                                                                  914.0
          3 2018   E07000179                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1253.0
          3 2018   E07000180                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1113.0
          3 2018   E07000181                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1031.0
          3 2018   E07000187                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1145.0
          3 2018   E07000188                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1283.0
          3 2018   E07000189                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1904.0
          3 2018   E07000192                                          NULL                                               LA                                                 NULL                                               NULL                                                                  988.0
          3 2018   E07000193                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1111.0
          3 2018   E07000194                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1098.0
          3 2018   E07000195                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1353.0
          3 2018   E07000196                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1216.0
          3 2018   E07000197                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1347.0
          3 2018   E07000198                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1115.0
          3 2018   E07000199                                          NULL                                               LA                                                 NULL                                               NULL                                                                  663.0
          3 2018   E07000200                                          NULL                                               LA                                                 NULL                                               NULL                                                                  951.0
          3 2018   E07000202                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1251.0
          3 2018   E07000203                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1066.0
          3 2018   E07000207                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1142.0
          3 2018   E07000208                                          NULL                                               LA                                                 NULL                                               NULL                                                                  579.0
          3 2018   E07000209                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1043.0
          3 2018   E07000210                                          NULL                                               LA                                                 NULL                                               NULL                                                                  805.0
          3 2018   E07000211                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1286.0
          3 2018   E07000212                                          NULL                                               LA                                                 NULL                                               NULL                                                                  720.0
          3 2018   E07000213                                          NULL                                               LA                                                 NULL                                               NULL                                                                  891.0
          3 2018   E07000214                                          NULL                                               LA                                                 NULL                                               NULL                                                                  768.0
          3 2018   E07000215                                          NULL                                               LA                                                 NULL                                               NULL                                                                  806.0
          3 2018   E07000216                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1206.0
          3 2018   E07000217                                          NULL                                               LA                                                 NULL                                               NULL                                                                  733.0
          3 2018   E07000218                                          NULL                                               LA                                                 NULL                                               NULL                                                                  748.0
          3 2018   E07000219                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1351.0
          3 2018   E07000220                                          NULL                                               LA                                                 NULL                                               NULL                                                                  977.0
          3 2018   E07000221                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1438.0
          3 2018   E07000222                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1256.0
          3 2018   E07000223                                          NULL                                               LA                                                 NULL                                               NULL                                                                  695.0
          3 2018   E07000224                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2235.0
          3 2018   E07000225                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1472.0
          3 2018   E07000226                                          NULL                                               LA                                                 NULL                                               NULL                                                                  764.0
          3 2018   E07000227                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1305.0
          3 2018   E07000228                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1382.0
          3 2018   E07000229                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1370.0
          3 2018   E07000234                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1064.0
          3 2018   E07000235                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1005.0
          3 2018   E07000236                                          NULL                                               LA                                                 NULL                                               NULL                                                                  711.0
          3 2018   E07000237                                          NULL                                               LA                                                 NULL                                               NULL                                                                  916.0
          3 2018   E07000238                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1328.0
          3 2018   E07000239                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1202.0
          3 2018   E07000240                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1076.0
          3 2018   E07000241                                          NULL                                               LA                                                 NULL                                               NULL                                                                  996.0
          3 2018   E07000242                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1211.0
          3 2018   E07000243                                          NULL                                               LA                                                 NULL                                               NULL                                                                  739.0
          3 2018   E07000244                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3165.0
          3 2018   E07000245                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1698.0
          3 2018   E07000246                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1855.0
          3 2018   E08000001                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2649.0
          3 2018   E08000002                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1750.0
          3 2018   E08000003                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3378.0
          3 2018   E08000004                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2072.0
          3 2018   E08000005                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2010.0
          3 2018   E08000006                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2213.0
          3 2018   E08000007                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2808.0
          3 2018   E08000008                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2443.0
          3 2018   E08000009                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1931.0
          3 2018   E08000010                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3273.0
          3 2018   E08000011                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1609.0
          3 2018   E08000012                                          NULL                                               LA                                                 NULL                                               NULL                                                                 4602.0
          3 2018   E08000013                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1958.0
          3 2018   E08000014                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3301.0
          3 2018   E08000015                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3789.0
          3 2018   E08000016                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2626.0
          3 2018   E08000017                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3200.0
          3 2018   E08000018                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2718.0
          3 2018   E08000019                                          NULL                                               LA                                                 NULL                                               NULL                                                                 5124.0
          3 2018   E08000021                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2543.0
          3 2018   E08000022                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2193.0
          3 2018   E08000023                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1851.0
          3 2018   E08000024                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3007.0
          3 2018   E08000025                                          NULL                                               LA                                                 NULL                                               NULL                                                                 8537.0
          3 2018   E08000026                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2779.0
          3 2018   E08000027                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3398.0
          3 2018   E08000028                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3050.0
          3 2018   E08000029                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2067.0
          3 2018   E08000030                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2716.0
          3 2018   E08000031                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2777.0
          3 2018   E08000032                                          NULL                                               LA                                                 NULL                                               NULL                                                                 4534.0
          3 2018   E08000033                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2002.0
          3 2018   E08000034                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3971.0
          3 2018   E08000035                                          NULL                                               LA                                                 NULL                                               NULL                                                                 6920.0
          3 2018   E08000036                                          NULL                                               LA                                                 NULL                                               NULL                                                                 3470.0
          3 2018   E08000037                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2197.0
          3 2018   E09000001                                          NULL                                               LA                                                 NULL                                               NULL                                                                   37.0
          3 2018   E09000002                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1263.0
          3 2018   E09000003                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2434.0
          3 2018   E09000004                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2150.0
          3 2018   E09000005                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1753.0
          3 2018   E09000006                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2748.0
          3 2018   E09000007                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1149.0
          3 2018   E09000008                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2606.0
          3 2018   E09000009                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2057.0
          3 2018   E09000010                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2059.0
          3 2018   E09000011                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1542.0
          3 2018   E09000012                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1040.0
          3 2018   E09000013                                          NULL                                               LA                                                 NULL                                               NULL                                                                  995.0
          3 2018   E09000014                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1224.0
          3 2018   E09000015                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1509.0
          3 2018   E09000016                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2339.0
          3 2018   E09000017                                          NULL                                               LA                                                 NULL                                               NULL                                                                 2185.0
          3 2018   E09000018                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1593.0
          3 2018   E09000019                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1150.0
          3 2018   E09000020                                          NULL                                               LA                                                 NULL                                               NULL                                                                  791.0
          3 2018   E09000021                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1118.0
          3 2018   E09000022                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1461.0
          3 2018   E09000023                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1599.0
          3 2018   E09000024                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1264.0
          3 2018   E09000025                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1358.0
          3 2018   E09000026                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1740.0
          3 2018   E09000027                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1207.0
          3 2018   E09000028                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1348.0
          3 2018   E09000029                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1586.0
          3 2018   E09000030                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1132.0
          3 2018   E09000031                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1419.0
          3 2018   E09000032                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1465.0
          3 2018   E09000033                                          NULL                                               LA                                                 NULL                                               NULL                                                                 1075.0
          4 2012   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               240238.0
          4 2012   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               259093.0
          4 2013   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               245585.0
          4 2013   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               261205.0
          4 2014   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               245142.0
          4 2014   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               256282.0
          4 2015   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               257207.0
          4 2015   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               272448.0
          4 2016   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               257811.0
          4 2016   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               267237.0
          4 2017   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               262678.0
          4 2017   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               270575.0
          4 2018   NULL                                               NULL                                               TREND                                              1                                                  NULL                                                               267960.0
          4 2018   NULL                                               NULL                                               TREND                                              2                                                  NULL                                                               273629.0

(575 rows affected)
